timestamp,open,high,low,close,volume
2022-03-25,451.1600,452.9800,448.4300,452.6900,77101300
2022-03-28,452.0600,455.9100,450.0600,455.9100,68529800
2022-03-29,460.0200,462.0700,457.1800,461.5500,86581500
2022-03-30,460.3400,461.2000,456.4700,458.7000,79666900
2022-03-31,457.8900,458.7600,451.1600,451.6400,121699900
2022-04-01,453.3100,453.4600,449.1400,452.9200,89048800
2022-04-04,453.1300,456.9100,452.2600,456.8000,59601000
2022-04-05,455.2200,457.8300,449.8200,451.0300,74214500
2022-04-06,446.8900,448.9300,443.4700,446.5200,106898000
2022-04-07,445.5900,450.6900,443.5300,448.7700,78097200
2022-04-08,447.9700,450.6300,445.9400,447.5700,79272700
2022-04-11,444.1100,445.0000,439.3900,439.9200,89770500
2022-04-12,443.0800,445.7500,436.6500,438.2900,84363600
2022-04-13,438.0300,444.1100,437.8400,443.3100,74070400
2022-04-14,443.5500,444.7300,437.6800,437.7900,97869500
2022-04-18,436.8100,439.7500,435.6100,437.9700,66002500
2022-04-19,437.8600,445.8000,437.6800,445.0400,77821000
2022-04-20,446.9200,447.5700,443.4800,444.7100,65224400
2022-04-21,448.5400,450.0100,437.1000,438.0600,85417300
2022-04-22,436.9100,438.0800,425.4400,426.0400,132471800
2022-04-25,423.6700,428.6900,418.8400,428.5100,119647700
2022-04-26,425.8300,426.0400,416.0700,416.1000,103996300
2022-04-27,417.2400,422.9200,415.0100,417.2700,122030000
2022-04-28,422.2900,429.6400,417.6000,427.8100,105449100
2022-04-29,423.5900,425.8700,411.2100,412.0000,145491100
2022-05-02,412.0700,415.9200,405.0200,414.4800,158312500
2022-05-03,415.0100,418.9300,413.3600,416.3800,100028200
2022-05-04,417.0800,429.6600,413.7100,429.0600,144247900
2022-05-05,424.5500,425.0000,409.4400,413.8100,172929100
2022-05-06,411.1000,414.8000,405.7300,411.3400,151770800
2022-05-09,405.1000,406.4100,396.5000,398.1700,155586100
2022-05-10,404.4900,406.0800,394.8200,399.0900,132497200
2022-05-11,398.0700,404.0400,391.9600,392.7500,142361000
2022-05-12,389.3700,395.8000,385.1500,392.3400,125090800
2022-05-13,396.7100,403.1800,395.6100,401.7200,104174400
2022-05-16,399.9800,403.9700,397.6000,400.0900,78622400
2022-05-17,406.5300,408.5700,402.5800,408.3200,83029700
2022-05-18,403.5000,403.8000,390.5500,391.8600,117674500
2022-05-19,388.6200,394.1400,387.1100,389.4600,98510700
2022-05-20,393.2500,397.0300,380.5400,389.6300,131432200
2022-05-23,392.8300,397.7300,390.3800,396.9200,76414900
2022-05-24,392.5600,395.1500,386.9600,393.8900,91448800
2022-05-25,392.3100,399.4500,391.8900,397.3700,91472900
2022-05-26,398.6700,407.0400,398.4500,405.3100,82168300
2022-05-27,407.9100,415.3800,407.7000,415.2600,84768700
2022-05-31,413.5500,416.4600,410.0300,412.9300,95937000
2022-06-01,415.1700,416.2400,406.9300,409.5900,86585800
2022-06-02,409.4200,417.4400,407.0400,417.3900,79609600
2022-06-03,412.4000,414.0400,409.5100,410.5400,71874300
2022-06-06,414.7800,416.6100,410.5500,411.7900,57508900
2022-06-07,408.1000,416.2200,407.6100,415.7400,59272400
2022-06-08,413.9300,415.8200,410.3800,411.2200,64350000
2022-06-09,409.3400,411.7400,401.4400,401.4400,86289800
2022-06-10,394.8800,395.7800,389.7500,389.8000,132893900
2022-06-13,379.8500,381.8100,373.3000,375.0000,170004900
2022-06-14,376.8500,377.9400,370.5900,373.8700,104011800
2022-06-15,377.3600,383.9000,372.1200,379.2000,125666800
2022-06-16,370.5100,370.9400,364.0800,366.6500,134473300
2022-06-17,365.5100,369.3800,362.1700,365.8600,111113900
2022-06-21,371.8900,376.5300,371.8100,375.0700,76811900
2022-06-22,370.6200,378.7200,370.1800,374.3900,90059400
2022-06-23,376.6400,378.8300,372.8900,378.0600,79292100
2022-06-24,381.4000,390.0900,381.3700,390.0800,98050300
2022-06-27,391.0500,391.3600,387.4400,388.5900,66009600
2022-06-28,390.2300,393.1600,380.5300,380.6500,86548900
2022-06-29,381.2300,382.2700,378.4200,380.3400,65676000
2022-06-30,376.2400,380.6600,372.5600,377.2500,112508300
2022-07-01,376.5600,381.7000,373.8000,381.2400,74839700
2022-07-05,375.8800,381.9800,372.9000,381.9600,81438000
2022-07-06,382.1100,385.8700,379.6000,383.2500,70426200
2022-07-07,385.1200,389.8300,383.2700,388.9900,64525900
2022-07-08,387.2700,390.6400,385.6600,388.6700,72397800
2022-07-11,385.8500,386.8700,383.5000,384.2300,58366900
2022-07-12,383.6500,386.1600,378.9900,380.8300,62219200
2022-07-13,375.1000,381.9200,374.6600,378.8300,84224600
2022-07-14,373.6100,379.0500,371.0400,377.9100,89704800
2022-07-15,382.5500,385.2500,380.5400,385.1300,79060400
2022-07-18,388.3800,389.0900,380.6600,381.9500,63203600
2022-07-19,386.0800,392.8700,385.3900,392.2700,78506000
2022-07-20,392.4700,396.2600,391.0300,394.7700,71843800
2022-07-21,394.1600,398.8400,391.6300,398.7900,64903900
2022-07-22,398.9200,400.1800,392.7500,395.0900,72197300
2022-07-25,395.7500,396.4700,393.2100,395.5700,53631500
2022-07-26,393.8400,394.0600,389.9500,390.8900,52946400
2022-07-27,394.3600,402.8800,394.0500,401.0400,82342100
2022-07-28,401.8900,406.8000,398.1500,406.0700,73966600
2022-07-29,407.5800,413.0300,406.7700,411.9900,87003700
2022-08-01,409.1500,413.4100,408.4000,410.7700,69997500
2022-08-02,409.1200,413.0000,406.8200,408.0600,63435400
2022-08-03,410.3000,415.6800,410.0000,414.4500,67820600
2022-08-04,414.3700,415.0900,412.4400,414.1700,45656600
2022-08-05,409.6600,414.1500,409.6000,413.4700,56814900
2022-08-08,415.2500,417.6200,411.8300,412.9900,53886100
2022-08-09,412.2200,412.7500,410.2200,411.3500,44931800
2022-08-10,418.7800,420.1400,416.7200,419.9900,68665700
2022-08-11,422.9900,424.9500,419.2100,419.9900,59489700
2022-08-12,422.0300,427.2100,421.0300,427.1000,61694500
2022-08-15,424.7700,429.4100,424.7100,428.8600,54048300
2022-08-16,427.7300,431.7300,426.8800,429.7000,59289000
2022-08-17,425.9100,429.5000,424.5400,426.6500,63563400
2022-08-18,426.8600,428.6100,425.5000,427.8900,49023200
2022-08-19,424.9800,425.2600,421.2200,422.1400,68016900
2022-08-22,417.0500,417.2300,412.4000,413.3500,77695600
2022-08-23,412.9000,415.4200,411.7700,412.3500,49105200
2022-08-24,412.1100,415.1100,411.3900,413.6700,49177800
2022-08-25,415.2400,419.5600,414.0900,419.5100,50942300
2022-08-26,419.3900,419.9600,405.2500,405.3100,103087000
2022-08-29,402.2000,405.8400,401.2000,402.6300,65370800
2022-08-30,403.8500,404.1000,396.0000,398.2100,85652400
2022-08-31,399.9300,401.2400,395.0400,395.1800,76029700
2022-09-01,392.8900,396.7800,390.0400,396.4200,78740100
2022-09-02,400.2800,401.5600,390.3300,392.2400,99632100
2022-09-06,393.1300,394.1200,388.4200,390.7600,76637400
2022-09-07,390.4300,398.5900,390.2000,397.7800,70964200
2022-09-08,395.3900,400.8600,394.1200,400.3800,80821700
2022-09-09,402.7400,407.5100,402.4600,406.6000,76706900
2022-09-12,408.7800,411.7300,408.4600,410.9700,69256300
2022-09-13,401.8300,403.1000,391.9200,393.1000,122947100
2022-09-14,394.4700,396.2000,391.1200,394.6000,85023700
2022-09-15,392.9600,395.9600,388.7800,390.1200,87633800
2022-09-16,384.1400,386.2500,382.1100,385.5600,103084800
2022-09-19,382.2600,388.5500,382.1800,388.5500,73278500
2022-09-20,385.0600,386.1200,381.2000,384.0900,77274900
2022-09-21,386.1100,389.3100,377.3800,377.3900,106746600
2022-09-22,376.5800,378.3000,373.4400,374.2200,89472600
2022-09-23,370.5800,370.6200,363.2900,367.9500,122346900
2022-09-26,366.4100,370.2100,363.0300,364.3100,92581200
2022-09-27,368.0200,370.4000,360.8700,363.3800,108294100
2022-09-28,364.3800,372.3000,362.6000,370.5300,110802200
2022-09-29,366.8100,367.1100,359.7000,362.7900,112952300
2022-09-30,361.8000,365.9100,357.0400,357.1800,153711200
2022-10-03,361.0800,368.5500,359.2100,366.6100,89756500
2022-10-04,372.4000,378.0000,366.5700,377.9700,103602800
2022-10-05,373.3900,379.4600,370.9500,377.0900,88065700
2022-10-06,375.6200,378.7200,372.6800,373.2000,82333500
2022-10-07,368.9700,373.2900,360.9400,362.7900,107789500
2022-10-10,363.9600,364.2100,357.6700,360.0200,76042800
2022-10-11,358.2400,363.0300,355.7100,357.7400,92482800
2022-10-12,358.1700,359.8200,356.3000,356.5600,76991800
2022-10-13,349.2100,367.5100,348.1100,365.9700,147254500
2022-10-14,368.5500,370.2600,356.9600,357.6300,123737000
2022-10-17,364.0100,367.9800,357.2800,366.8200,93168200
2022-10-18,375.1300,375.4500,367.5200,371.1300,97162900
2022-10-19,368.9900,371.8500,365.5500,368.5000,79746900
2022-10-20,368.0300,372.6700,364.6100,365.4100,88283100
2022-10-21,365.1200,374.8000,363.5400,374.2900,131038400
2022-10-24,375.8900,380.0600,373.1100,378.8700,85436900
2022-10-25,378.7900,385.2500,378.6700,384.9200,78846300
2022-10-26,381.6200,387.5800,381.3500,382.0200,104087300
2022-10-27,383.0700,385.0000,379.3300,379.9800,81971800
2022-10-28,379.8700,389.5200,379.6800,389.0200,100302000
2022-10-31,386.4400,388.4000,385.2600,386.2100,96631300
2022-11-01,390.1400,390.3900,383.2900,384.5200,85407600
2022-11-02,383.9000,388.6300,374.7600,374.8700,126990400
2022-11-03,371.4700,374.2000,368.7900,371.0100,87100100
2022-11-04,377.0000,378.8700,370.0000,376.3500,103505200
2022-11-07,377.7100,380.5700,375.5300,379.9500,68286900
2022-11-08,381.1100,385.1200,377.7200,382.0000,84641100
2022-11-09,379.9300,381.1400,373.6100,374.1300,78495500
2022-11-10,388.0500,395.0400,385.6400,394.6900,141455800
2022-11-11,395.5900,399.3500,393.6100,398.5100,93839900
2022-11-14,396.6600,400.1800,394.8300,395.1200,71903500
2022-11-15,401.1500,402.3100,394.4900,398.4900,93194500
2022-11-16,396.7800,397.7800,394.7900,395.4500,68508500
2022-11-17,390.4600,394.9500,390.1400,394.2400,74496300
2022-11-18,397.7400,397.8100,393.0400,396.0300,92922500
2022-11-21,394.6400,395.8200,392.6600,394.5900,51243200
2022-11-22,396.6300,400.0700,395.1500,399.9000,60429000
2022-11-23,399.5500,402.9300,399.3100,402.4200,68261600
2022-11-25,401.8300,402.9100,401.5400,402.3300,30545400
2022-11-28,399.0900,400.8100,395.1100,395.9100,67881600
2022-11-29,396.0500,397.3000,393.3000,395.2300,52310000
2022-11-30,395.4900,407.6800,393.4800,407.6800,144566700
2022-12-01,408.7700,410.0000,404.7500,407.3800,76398200
2022-12-02,402.2500,407.8600,402.1400,406.9100,85342700
2022-12-05,403.9500,404.9300,398.1700,399.5900,77289800
2022-12-06,399.4200,399.9900,391.6400,393.8300,77972200
2022-12-07,392.9400,395.6400,391.9700,393.1600,65927900
2022-12-08,395.1400,397.3600,393.2700,396.2400,60737900
2022-12-09,394.9400,397.6200,393.1500,393.2800,81447700
2022-12-12,394.1100,398.9500,393.4100,398.9500,75405800
2022-12-13,410.2200,410.4900,399.0700,401.9700,123782500
2022-12-14,401.6100,405.5000,396.3100,399.4000,108111300
2022-12-15,394.3000,395.2500,387.8900,389.6300,117705900
2022-12-16,385.1800,386.5800,381.0400,383.2700,119858000
2022-12-19,383.4700,383.8200,378.2800,380.0200,79878100
2022-12-20,379.2300,382.2300,377.8500,380.5400,74427200
2022-12-21,383.2500,387.4100,382.6900,386.2300,78167400
2022-12-22,383.0500,386.2100,374.7700,380.7200,100120900
2022-12-23,379.6500,383.0600,378.0300,382.9100,59857300
2022-12-27,382.7900,383.1500,379.6500,381.4000,51638200
2022-12-28,381.3300,383.3900,376.4200,376.6600,70911500
2022-12-29,379.6300,384.3500,379.0800,383.4400,66970900
2022-12-30,380.6400,382.5800,378.4300,382.4300,84022200
2023-01-03,384.3700,386.4300,377.8300,380.8200,74850700
2023-01-04,383.1800,385.8800,380.0000,383.7600,85934100
2023-01-05,381.7200,381.8400,378.7600,379.3800,76970500
2023-01-06,382.6100,389.2500,379.4100,388.0800,104189600
2023-01-09,390.3700,393.7000,387.6700,387.8600,73978100
2023-01-10,387.2500,390.6500,386.2700,390.5800,65358100
2023-01-11,392.2300,395.6000,391.3800,395.5200,68881100
2023-01-12,396.6700,398.4900,392.4200,396.9600,90157700
2023-01-13,393.6200,399.1000,393.3400,398.5000,63903900
2023-01-17,398.4800,400.2300,397.0600,397.7700,62677300
2023-01-18,399.0100,400.1200,391.2800,391.4900,99632300
2023-01-19,389.3600,391.0800,387.2600,388.6400,86958900
2023-01-20,390.1000,396.0400,388.3800,395.8800,91806400
2023-01-23,396.7200,402.6500,395.7200,400.6300,84178800
2023-01-24,398.8800,401.1500,397.6400,400.2000,59524900
2023-01-25,395.9500,400.7000,393.5600,400.3500,84800300
2023-01-26,403.1300,404.9200,400.0300,404.7500,72287400
2023-01-27,403.6600,408.1600,403.4400,405.6800,68346200
2023-01-30,402.8000,405.1300,400.2800,400.5900,74202000
2023-01-31,401.1300,406.5300,400.7700,406.4800,86811800
2023-02-01,405.2100,413.6700,402.3500,410.8000,101459200
2023-02-02,414.8600,418.3100,412.8800,416.7800,101654500
2023-02-03,411.5900,416.9700,411.0900,412.3500,94736800
2023-02-06,409.7900,411.2900,408.1000,409.8300,60295300
2023-02-07,408.8700,416.4900,407.5700,415.1900,90990700
2023-02-08,413.1300,414.5300,409.9300,410.6500,76227500
2023-02-09,414.4100,414.5700,405.8100,407.0900,78694900
2023-02-10,405.8600,408.4400,405.0100,408.0400,70769700
2023-02-13,408.7200,412.9700,408.2400,412.8300,64913500
2023-02-14,411.2400,415.0500,408.5100,412.6400,88389300
2023-02-15,410.3500,414.0600,409.4700,413.9800,61555700
2023-02-16,408.7900,412.9100,408.1400,408.2800,76431500
2023-02-17,406.0600,407.5100,404.0500,407.2600,89257800
2023-02-21,403.0600,404.1600,398.8200,399.0900,82655900
2023-02-22,399.5200,401.1300,397.0200,398.5400,83742300
2023-02-23,401.5600,402.2000,396.2500,400.6600,96242400
2023-02-24,395.4200,397.2500,393.6400,396.3800,108194400
2023-02-27,399.8700,401.2900,396.7500,397.7300,80444700
2023-02-28,397.2300,399.2800,396.1500,396.2600,96438600
2023-03-01,395.4100,396.6900,393.3800,394.7400,99706800
2023-03-02,392.6800,398.6900,392.3300,397.8100,85127800
2023-03-03,399.7100,404.4500,399.0300,404.1900,90120000
2023-03-06,405.0500,407.4500,404.0100,404.4700,72795900
2023-03-07,404.4200,404.6700,397.6300,398.2700,108310600
2023-03-08,398.3900,399.7100,396.5900,398.9200,74746600
2023-03-09,399.7400,401.4800,390.5300,391.5600,111945300
2023-03-10,390.9900,393.1600,384.3200,385.9100,189253000
2023-03-13,381.8100,390.3900,380.6500,385.3600,157790000
2023-03-14,390.5000,393.4500,387.0500,391.7300,149752400
2023-03-15,385.8900,389.4900,383.7100,389.2800,172996900
2023-03-16,386.8200,396.4700,386.2900,396.1100,143254200
2023-03-17,393.2200,394.4000,388.5500,389.9900,140553400
2023-03-20,390.8000,394.1700,390.0700,393.7400,93055800
2023-03-21,397.2400,399.4100,395.5800,398.9100,91524200
2023-03-22,398.7300,402.4900,392.0700,392.1100,111746600
2023-03-23,395.0900,399.2900,390.3500,393.1700,119351300
2023-03-24,391.8400,395.8400,389.4000,395.7500,107682400
2023-03-27,398.1200,398.9200,395.5600,396.4900,74010400
2023-03-28,395.7700,396.4900,393.6900,395.6000,62871700
2023-03-29,399.9300,401.6000,398.6800,401.3500,77497900
2023-03-30,404.0900,404.3500,401.7600,403.7000,69840000
2023-03-31,404.6600,409.7000,404.5500,409.3900,112062600
2023-04-03,408.8500,411.3700,408.4400,410.9500,67391100
2023-04-04,411.6200,411.9200,407.2400,408.6700,66601500
2023-04-05,407.9100,408.7000,405.8800,407.6000,65200200
2023-04-06,406.7700,409.4800,405.6800,409.1900,63743300
2023-04-10,406.6100,409.6900,405.9700,409.6100,63681000
2023-04-11,410.2600,411.1800,408.9200,409.7200,59297900
2023-04-12,411.8700,412.1700,407.4400,408.0500,86420400
2023-04-13,409.1800,413.8400,407.9900,413.4700,85814800
2023-04-14,412.8100,415.0900,410.0600,412.4600,78161500
2023-04-17,412.3700,413.9600,411.0900,413.9400,66436400
2023-04-18,415.5800,415.7200,412.7800,414.2100,63560000
2023-04-19,412.2200,415.0800,412.1600,414.1400,55227300
2023-04-20,411.2100,413.7000,410.2700,411.8800,75840400
2023-04-21,412.1900,412.6800,410.1700,412.2000,73457400
2023-04-24,411.9900,413.0700,410.6000,412.6300,64332100
2023-04-25,410.5800,411.1600,406.0200,406.0800,97766700
2023-04-26,406.7200,407.8400,403.7800,404.3600,80447000
2023-04-27,407.0000,412.6900,406.7400,412.4100,92968400
2023-04-28,411.4900,415.9400,411.4300,415.9300,89433100
2023-05-01,415.4700,417.6200,415.2700,415.5100,62122300
2023-05-02,414.7700,414.8200,407.8200,410.8400,103998500
2023-05-03,411.3600,413.8700,407.7700,408.0200,91531800
2023-05-04,406.9300,407.2700,403.7400,405.1300,94901900
2023-05-05,408.9100,413.7200,408.6400,412.6300,87891800
2023-05-08,412.9700,413.2400,411.2800,412.7400,50046800
2023-05-09,411.1300,412.0900,410.6900,410.9300,49220100
2023-05-10,413.8800,414.5400,408.8700,412.8500,96142900
2023-05-11,411.9500,412.4300,409.9700,412.1300,70157100
2023-05-12,413.4200,413.6400,409.0700,411.5900,70481500
2023-05-15,412.2200,413.4300,410.2300,413.0100,54289400
2023-05-16,411.8600,412.8200,410.2400,410.2500,57705500
2023-05-17,412.3500,415.8600,410.6400,415.2300,87287000
2023-05-18,414.9000,419.6700,414.6700,419.2300,97177200
2023-05-19,420.1700,420.7200,417.3500,418.6200,103793300
2023-05-22,418.6400,420.3900,417.3500,418.7900,60745400
2023-05-23,417.0800,418.7200,413.6800,414.0900,86383500
2023-05-24,412.4200,412.8200,409.8800,411.0900,89213700
2023-05-25,414.7400,416.1600,412.4100,414.6500,90961600
2023-05-26,415.3300,420.7700,415.2500,420.0200,93830000
2023-05-30,422.0300,422.5800,418.7400,420.1800,72216000
2023-05-31,418.2800,419.2200,416.2200,417.8500,110811800
2023-06-01,418.0900,422.9200,416.7900,421.8200,88865000
2023-06-02,424.5000,428.7400,423.9500,427.9200,91426200
2023-06-05,428.2800,429.6200,426.3700,427.1000,65460200
2023-06-06,426.6700,428.5800,425.9900,428.0300,64022200
2023-06-07,428.4400,429.6200,426.1100,426.5500,85373300
2023-06-08,426.6200,429.6000,425.8200,429.1300,61952800
2023-06-09,429.9600,431.9900,428.8700,429.9000,85742800
2023-06-12,430.9200,433.8800,430.1700,433.8000,76104300
2023-06-13,435.3200,437.3300,434.6300,436.6600,95899700
2023-06-14,437.0100,439.0600,433.5900,437.1800,100612100
2023-06-15,436.3300,443.9000,436.2300,442.6000,110303100
2023-06-16,443.0200,443.6100,438.9700,439.4600,114165800
2023-06-20,437.4500,438.3700,435.0300,437.1800,76160400
2023-06-21,436.1600,436.9900,434.3300,434.9400,76982300
2023-06-22,433.9500,436.6200,433.6000,436.5100,70637200
2023-06-23,432.9300,435.0600,432.4700,433.2100,92074500
2023-06-26,432.6200,434.6100,431.1900,431.4400,72823600
2023-06-27,432.3500,436.8100,431.8800,436.1700,72813700
2023-06-28,435.0500,437.4400,434.4100,436.3900,75636000
2023-06-29,435.9600,438.2800,435.5400,438.1100,67882300
2023-06-30,441.4400,444.3000,441.1100,443.2800,104964000
2023-07-03,442.9200,444.0800,442.6300,443.7900,32793400
2023-07-05,441.9100,443.8900,441.9000,443.1300,58418400
2023-07-06,439.4200,440.1000,437.0600,439.6600,80658300
2023-07-07,438.6300,442.6400,438.3000,438.5500,86134200
2023-07-10,438.1800,439.8400,437.5900,439.6600,62443500
2023-07-11,440.4500,442.9700,439.4400,442.4600,64463800
2023-07-12,446.3900,447.4800,444.9100,446.0200,91924500
